Fish ID,Fish Species,Age (Weeks),Current Weight (kg),Feed Type,Feed Consumption (g/day),Water Temperature (°C),Dissolved Oxygen (mg/L),Water pH,Stocking Density (fish/m³),Market Price (₹/kg),Expected Harvest Week,Estimated Final Weight (kg)
656,Catfish,18,1.95,High Protein,33.43,21.53,6.87,8.18,14,259.38,33,3.45
656,Catfish,19,2.05,High Protein,39.64,20.41,7.02,7.13,9,260.19,25,2.65
656,Catfish,20,2.15,High Protein,41.11,20.24,6.04,8.03,5,369.75,31,3.25
656,Catfish,21,2.25,Low Protein,39.9,27.31,5.21,7.45,25,315.33,38,3.95
656,Catfish,22,2.35,Low Protein,40.99,24.23,7.12,8.38,6,305.26,51,5.25
656,Catfish,23,2.45,Low Protein,41.44,24.3,5.07,8.23,10,278.92,49,5.05
656,Catfish,24,2.55,High Protein,41.37,20.64,4.81,7.94,23,367.89,50,5.15
656,Catfish,25,2.65,Medium Protein,42.45,28.01,5.07,8.15,22,361.37,49,5.05
656,Catfish,26,2.75,Medium Protein,47.14,22.92,5.02,7.52,20,246.85,33,3.45
656,Catfish,27,2.85,High Protein,46.01,24.2,5.39,7.54,21,232.41,45,4.65
656,Catfish,28,2.95,Medium Protein,46.05,24.42,7.98,7.63,17,201.6,38,3.95
656,Catfish,29,3.05,High Protein,42.39,28.82,4.43,7.03,16,361.74,39,4.05
656,Catfish,30,3.15,Medium Protein,51.27,28.33,5.76,7.14,15,227.35,39,4.05
656,Catfish,31,3.25,High Protein,47.7,23.29,7.66,7.6,15,354.31,48,4.95
656,Catfish,32,3.35,Medium Protein,52.94,20.74,4.03,7.16,6,252.92,42,4.35
656,Catfish,33,3.45,Medium Protein,51.64,25.57,7.66,7.99,28,261.03,51,5.25
656,Catfish,34,3.55,Low Protein,45.9,22.74,4.41,7.6,22,265.71,43,4.45
656,Catfish,35,3.65,Medium Protein,51.89,23.09,5.78,7.32,26,309.15,45,4.65
656,Catfish,36,3.75,Medium Protein,56.43,28.82,4.88,7.13,15,249.88,47,4.85
656,Catfish,37,3.85,High Protein,49.02,27.36,6.65,7.91,28,216.42,51,5.25
656,Catfish,38,3.95,Medium Protein,58.17,23.9,7.94,7.26,16,386.3,41,4.25
656,Catfish,39,4.05,Medium Protein,56.63,26.47,7.11,7.17,15,238.72,46,4.75
656,Catfish,40,4.15,Medium Protein,51.95,21.91,7.01,7.56,9,272.19,47,4.85
656,Catfish,41,4.25,Medium Protein,56.24,26.67,5.87,6.6,24,206.56,42,4.35
656,Catfish,42,4.35,Medium Protein,53.8,20.63,6.3,6.77,23,349.98,45,4.65
656,Catfish,43,4.45,Low Protein,54.52,26.57,6.14,6.96,15,273.18,48,4.95
656,Catfish,44,4.55,Medium Protein,64.46,28.87,5.47,6.9,20,298.23,47,4.85
656,Catfish,45,4.65,High Protein,63.99,25.81,7.87,7.68,13,243.38,51,5.25
656,Catfish,46,4.75,High Protein,60.39,23.4,7.53,7.84,27,266.03,51,5.25
656,Catfish,47,4.85,Medium Protein,59.64,25.58,7.57,6.75,9,251.79,48,4.95
656,Catfish,48,4.95,Medium Protein,60.04,23.31,5.04,8.24,9,377.97,45,4.95
656,Catfish,49,5.05,Medium Protein,69.67,22.92,7.0,8.44,9,319.07,49,5.05
656,Catfish,50,5.15,Low Protein,67.76,20.05,6.23,7.28,28,266.96,41,5.15
656,Catfish,51,5.25,High Protein,64.11,22.52,6.29,7.58,27,392.21,50,5.25
656,Catfish,52,5.35,Low Protein,70.31,28.94,4.67,6.87,11,365.77,45,5.35
657,Tilapia,1,0.29,Low Protein,22.89,21.79,5.82,7.96,19,319.96,7,0.77
657,Tilapia,2,0.37,Medium Protein,21.58,26.33,5.97,7.46,28,252.52,47,3.97
657,Tilapia,3,0.45,Medium Protein,18.97,26.14,6.75,6.84,19,312.37,29,2.53
657,Tilapia,4,0.53,High Protein,23.44,22.26,6.41,6.75,18,317.38,10,1.01
657,Tilapia,5,0.61,Medium Protein,23.54,27.72,4.98,7.19,14,349.38,36,3.09
657,Tilapia,6,0.69,High Protein,17.79,24.39,4.26,7.28,6,273.37,32,2.77
657,Tilapia,7,0.77,Low Protein,26.96,27.97,7.37,7.31,21,294.39,39,3.33
657,Tilapia,8,0.85,High Protein,27.34,20.12,6.47,6.68,26,257.65,18,1.65
657,Tilapia,9,0.93,High Protein,25.21,21.49,6.24,8.17,15,385.11,51,4.29
657,Tilapia,10,1.01,High Protein,25.18,23.76,4.74,7.09,5,293.87,41,3.49
657,Tilapia,11,1.09,Low Protein,23.18,24.75,7.81,7.93,18,366.47,43,3.65
657,Tilapia,12,1.17,Low Protein,30.04,25.46,6.79,6.51,29,231.21,31,2.69
657,Tilapia,13,1.25,Medium Protein,26.82,27.89,6.65,6.52,16,392.47,38,3.25
657,Tilapia,14,1.33,Medium Protein,29.09,29.03,5.49,7.09,20,301.51,44,3.73
657,Tilapia,15,1.41,High Protein,25.8,23.17,6.0,8.19,17,394.75,30,2.61
657,Tilapia,16,1.49,High Protein,27.04,28.87,7.04,8.39,9,275.19,21,1.89
657,Tilapia,17,1.57,Low Protein,35.55,22.66,5.44,7.76,14,281.89,47,3.97
657,Tilapia,18,1.65,Low Protein,31.44,20.72,7.79,6.66,16,202.63,41,3.49
657,Tilapia,19,1.73,Low Protein,35.46,25.8,5.53,8.37,21,356.38,38,3.25
657,Tilapia,20,1.81,High Protein,36.4,26.66,5.44,7.91,28,237.24,29,2.53
657,Tilapia,21,1.89,High Protein,38.72,22.95,5.86,8.08,23,264.74,46,3.89
657,Tilapia,22,1.97,Low Protein,39.53,21.7,6.32,7.31,28,264.01,44,3.73
657,Tilapia,23,2.05,High Protein,35.07,20.97,5.64,8.39,13,225.41,46,3.89
657,Tilapia,24,2.13,Low Protein,40.8,24.41,4.65,7.42,15,312.1,45,3.81
657,Tilapia,25,2.21,Medium Protein,35.75,24.09,5.67,8.46,9,373.37,37,3.17
657,Tilapia,26,2.29,Low Protein,38.98,22.85,6.5,6.69,22,260.02,31,2.69
657,Tilapia,27,2.37,High Protein,41.92,22.21,4.27,7.43,10,349.51,39,3.33
657,Tilapia,28,2.45,High Protein,43.64,20.39,7.6,7.69,27,325.34,49,4.13
657,Tilapia,29,2.53,High Protein,40.54,26.89,6.11,6.87,11,233.25,51,4.29
657,Tilapia,30,2.61,High Protein,40.28,23.91,6.2,7.26,17,204.5,41,3.49
657,Tilapia,31,2.69,Low Protein,44.19,22.16,6.65,8.36,15,369.12,47,3.97
657,Tilapia,32,2.77,Low Protein,42.26,25.16,5.32,7.44,8,372.38,44,3.73
657,Tilapia,33,2.85,Medium Protein,45.22,28.81,5.24,7.69,9,306.68,48,4.05
657,Tilapia,34,2.93,Low Protein,47.34,22.32,4.98,6.82,14,387.32,45,3.81
657,Tilapia,35,3.01,Medium Protein,48.51,26.13,7.41,7.77,15,349.51,49,4.13
657,Tilapia,36,3.09,Low Protein,43.44,29.18,6.42,7.9,9,236.21,43,3.65
657,Tilapia,37,3.17,Low Protein,47.41,23.81,4.14,7.35,12,308.64,47,3.97
657,Tilapia,38,3.25,High Protein,42.75,29.49,5.31,7.68,27,248.08,48,4.05
657,Tilapia,39,3.33,Medium Protein,51.28,20.13,4.37,6.64,27,236.85,48,4.05
657,Tilapia,40,3.41,High Protein,45.35,21.19,4.56,6.52,24,382.71,44,3.73
657,Tilapia,41,3.49,High Protein,53.62,25.33,6.46,7.16,11,214.39,46,3.89
657,Tilapia,42,3.57,Low Protein,49.77,24.99,4.26,8.28,24,376.18,47,3.97
657,Tilapia,43,3.65,Low Protein,48.17,29.83,7.74,6.69,11,336.46,51,4.29
657,Tilapia,44,3.73,Medium Protein,55.26,21.43,6.88,7.15,17,244.46,45,3.81
657,Tilapia,45,3.81,Medium Protein,50.1,29.91,7.5,8.24,29,228.14,50,4.21
657,Tilapia,46,3.89,Low Protein,52.84,28.52,7.98,8.27,24,370.36,50,4.21
657,Tilapia,47,3.97,Medium Protein,55.37,22.23,5.14,8.14,17,246.23,50,4.21
657,Tilapia,48,4.05,Low Protein,54.1,23.68,7.01,8.23,9,318.68,42,4.05
657,Tilapia,49,4.13,Low Protein,53.09,21.2,6.42,6.94,17,279.31,45,4.13
657,Tilapia,50,4.21,Low Protein,56.16,29.09,7.78,7.45,23,305.16,51,4.29
657,Tilapia,51,4.29,Medium Protein,54.34,23.86,6.89,7.7,9,364.22,47,4.29
657,Tilapia,52,4.37,High Protein,60.89,20.39,6.17,8.29,15,379.42,43,4.37
658,Catfish,1,0.35,Medium Protein,15.22,25.78,4.17,7.74,29,268.48,50,5.25
658,Catfish,2,0.45,High Protein,19.32,22.58,5.39,6.66,23,362.74,14,1.65
658,Catfish,3,0.55,Medium Protein,21.1,23.84,4.94,6.86,12,212.87,26,2.85
658,Catfish,4,0.65,High Protein,25.95,24.7,4.72,7.18,18,346.41,18,2.05
658,Catfish,5,0.75,High Protein,18.28,20.76,5.64,6.76,19,354.26,38,4.05
658,Catfish,6,0.85,Medium Protein,27.8,24.89,6.04,8.4,27,223.57,43,4.55
658,Catfish,7,0.95,Medium Protein,21.58,22.89,5.69,7.1,29,200.4,34,3.65
658,Catfish,8,1.05,High Protein,28.91,27.12,5.1,7.83,14,337.35,21,2.35
658,Catfish,9,1.15,Low Protein,22.4,22.56,6.79,7.58,26,217.84,16,1.85
658,Catfish,10,1.25,High Protein,32.39,29.44,5.2,8.31,10,379.38,46,4.85
658,Catfish,11,1.35,High Protein,31.58,27.42,6.05,7.41,17,213.61,40,4.25
658,Catfish,12,1.45,Low Protein,25.13,21.2,7.31,6.53,18,377.86,19,2.15
658,Catfish,13,1.55,High Protein,27.64,21.4,5.61,7.66,13,235.04,23,2.55
658,Catfish,14,1.65,Low Protein,31.99,23.59,7.95,6.55,14,209.19,27,2.95
658,Catfish,15,1.75,Low Protein,32.74,20.27,5.55,7.62,5,382.18,21,2.35
658,Catfish,16,1.85,Medium Protein,34.79,20.49,5.41,7.2,17,246.2,25,2.75
658,Catfish,17,1.95,High Protein,34.14,27.19,5.76,6.62,18,359.46,27,2.95
658,Catfish,18,2.05,High Protein,37.84,23.27,5.39,6.89,23,358.93,50,5.25
658,Catfish,19,2.15,Low Protein,34.98,22.04,6.66,7.43,6,312.17,27,2.95
658,Catfish,20,2.25,High Protein,34.26,23.68,7.07,7.89,27,394.4,46,4.85
658,Catfish,21,2.35,Low Protein,33.84,29.83,5.11,7.17,10,389.17,43,4.55
658,Catfish,22,2.45,High Protein,37.75,29.02,4.53,6.58,8,329.17,40,4.25
658,Catfish,23,2.55,High Protein,39.77,22.55,6.62,6.66,26,367.96,38,4.05
658,Catfish,24,2.65,Low Protein,43.09,20.76,4.84,7.56,13,233.5,33,3.55
658,Catfish,25,2.75,Low Protein,45.56,23.28,6.32,8.18,15,358.15,47,4.95
658,Catfish,26,2.85,High Protein,40.9,20.09,6.31,7.01,13,355.55,50,5.25
658,Catfish,27,2.95,High Protein,44.43,22.22,5.26,8.35,21,330.91,36,3.85
658,Catfish,28,3.05,Low Protein,42.84,26.25,6.68,7.99,12,366.13,51,5.35
658,Catfish,29,3.15,Medium Protein,51.01,20.9,6.01,8.16,6,284.38,47,4.95
658,Catfish,30,3.25,Medium Protein,48.98,21.72,4.01,6.68,20,332.27,51,5.35
658,Catfish,31,3.35,High Protein,50.28,24.31,6.49,8.15,5,352.39,44,4.65
658,Catfish,32,3.45,High Protein,49.81,27.15,5.27,7.9,9,207.14,51,5.35
658,Catfish,33,3.55,High Protein,48.32,25.27,6.33,7.49,28,366.38,51,5.35
658,Catfish,34,3.65,Low Protein,48.5,27.33,5.9,6.69,17,206.67,51,5.35
658,Catfish,35,3.75,High Protein,54.07,20.93,6.86,7.46,15,258.92,40,4.25
658,Catfish,36,3.85,High Protein,57.72,21.61,4.6,8.05,21,260.21,48,5.05
658,Catfish,37,3.95,High Protein,51.63,28.9,5.6,7.61,19,206.62,42,4.45
658,Catfish,38,4.05,Medium Protein,56.22,29.6,5.44,7.54,8,295.47,42,4.45
658,Catfish,39,4.15,High Protein,56.79,28.21,6.58,6.84,7,320.72,50,5.25
658,Catfish,40,4.25,High Protein,58.92,27.2,5.42,6.87,24,288.06,44,4.65
658,Catfish,41,4.35,Low Protein,59.38,20.52,4.35,6.97,6,362.68,50,5.25
658,Catfish,42,4.45,Medium Protein,57.23,29.99,5.21,7.83,10,271.42,42,4.45
658,Catfish,43,4.55,Low Protein,62.41,22.11,7.67,7.75,26,349.84,49,5.15
658,Catfish,44,4.65,High Protein,59.23,24.12,7.48,7.64,5,352.82,51,5.35
658,Catfish,45,4.75,High Protein,64.03,26.29,4.22,7.48,16,380.4,40,4.75
658,Catfish,46,4.85,High Protein,61.5,25.43,6.95,8.04,27,377.99,46,4.85
658,Catfish,47,4.95,High Protein,60.32,29.91,5.7,7.89,28,397.84,42,4.95
658,Catfish,48,5.05,High Protein,61.77,25.93,6.34,8.0,7,350.96,40,5.05
658,Catfish,49,5.15,Low Protein,69.84,22.22,5.88,8.06,21,218.15,44,5.15
658,Catfish,50,5.25,High Protein,63.71,25.63,6.96,6.63,25,289.61,42,5.25
658,Catfish,51,5.35,High Protein,66.81,23.25,5.31,6.97,11,244.89,48,5.35
658,Catfish,52,5.45,Medium Protein,67.38,26.65,6.83,6.81,5,223.55,44,5.45
659,Salmon,1,0.48,Medium Protein,15.38,20.39,6.37,7.38,9,472.98,11,1.68
659,Salmon,2,0.6,High Protein,22.0,22.76,7.52,7.95,7,344.82,47,6.0
659,Salmon,3,0.72,High Protein,25.19,25.48,5.88,8.01,6,345.01,45,5.76
659,Salmon,4,0.84,High Protein,28.32,27.77,5.89,7.25,12,434.44,18,2.52
659,Salmon,5,0.96,High Protein,28.96,28.33,4.44,8.06,9,312.69,43,5.52
659,Salmon,6,1.08,High Protein,21.29,29.14,4.21,7.12,16,303.69,44,5.64
659,Salmon,7,1.2,High Protein,24.58,23.78,5.79,6.86,12,369.36,50,6.36
659,Salmon,8,1.32,Low Protein,27.32,25.87,6.14,6.68,26,346.4,38,4.92
659,Salmon,9,1.44,Low Protein,33.15,25.86,4.56,8.0,9,428.03,50,6.36
659,Salmon,10,1.56,Low Protein,29.2,28.99,7.53,7.9,8,326.85,46,5.88
659,Salmon,11,1.68,Medium Protein,32.5,28.46,4.58,7.92,6,446.79,47,6.0
659,Salmon,12,1.8,High Protein,34.6,24.25,6.48,8.26,18,484.49,22,3.0
659,Salmon,13,1.92,Medium Protein,32.18,25.95,6.66,7.34,12,305.6,35,4.56
659,Salmon,14,2.04,Medium Protein,36.22,29.16,5.5,7.91,17,433.14,40,5.16
659,Salmon,15,2.16,Medium Protein,32.11,30.0,4.35,8.5,16,353.48,42,5.4
659,Salmon,16,2.28,Low Protein,37.6,27.39,5.66,7.34,25,471.04,43,5.52
659,Salmon,17,2.4,High Protein,37.79,20.69,4.27,7.23,17,372.32,25,3.36
659,Salmon,18,2.52,High Protein,38.76,28.92,4.08,8.43,23,413.3,40,5.16
659,Salmon,19,2.64,Medium Protein,38.75,24.78,6.61,8.37,6,329.66,37,4.8
659,Salmon,20,2.76,Low Protein,45.78,23.51,5.97,6.95,17,473.86,45,5.76
659,Salmon,21,2.88,Medium Protein,47.62,22.9,4.26,8.27,24,359.7,46,5.88
659,Salmon,22,3.0,Medium Protein,48.88,28.04,6.4,7.99,26,363.29,27,3.6
659,Salmon,23,3.12,High Protein,45.16,28.98,4.76,8.46,25,340.43,31,4.08
659,Salmon,24,3.24,Low Protein,44.99,26.86,6.4,8.4,8,334.31,43,5.52
659,Salmon,25,3.36,High Protein,44.58,20.6,7.19,7.45,18,483.2,34,4.44
659,Salmon,26,3.48,Medium Protein,51.52,29.87,6.81,6.73,19,375.43,32,4.2
659,Salmon,27,3.6,High Protein,49.3,25.58,5.91,7.65,19,344.37,44,5.64
659,Salmon,28,3.72,Medium Protein,49.97,28.27,4.1,7.7,10,324.46,46,5.88
659,Salmon,29,3.84,Low Protein,52.11,27.21,6.62,8.23,5,478.99,50,6.36
659,Salmon,30,3.96,High Protein,55.15,23.35,7.86,6.58,29,334.52,42,5.4
659,Salmon,31,4.08,High Protein,52.42,29.18,4.46,8.16,14,437.41,47,6.0
659,Salmon,32,4.2,High Protein,61.61,23.05,4.43,6.99,7,421.73,43,5.52
659,Salmon,33,4.32,High Protein,60.53,29.8,6.9,8.21,6,388.08,42,5.4
659,Salmon,34,4.44,High Protein,54.87,29.84,6.94,7.66,15,468.97,43,5.52
659,Salmon,35,4.56,Low Protein,58.67,20.43,7.1,7.29,10,472.92,40,5.16
659,Salmon,36,4.68,Low Protein,57.3,21.29,7.88,8.43,21,380.53,41,5.28
659,Salmon,37,4.8,High Protein,60.29,22.34,4.38,8.06,23,401.33,44,5.64
659,Salmon,38,4.92,Medium Protein,62.07,23.69,5.37,7.01,23,496.68,46,5.88
659,Salmon,39,5.04,Medium Protein,67.58,26.53,5.25,6.52,10,495.8,51,6.48
659,Salmon,40,5.16,High Protein,68.79,23.65,4.92,8.17,14,369.53,48,6.12
659,Salmon,41,5.28,High Protein,63.25,29.37,6.7,8.05,14,348.79,43,5.52
659,Salmon,42,5.4,Low Protein,69.88,24.76,5.35,8.21,28,395.01,45,5.76
659,Salmon,43,5.52,Low Protein,74.81,25.57,4.55,8.21,26,491.46,40,5.52
659,Salmon,44,5.64,High Protein,72.68,26.26,6.65,6.85,14,400.34,48,6.12
659,Salmon,45,5.76,High Protein,77.21,24.25,4.69,6.55,5,328.43,44,5.76
659,Salmon,46,5.88,Medium Protein,72.61,26.35,7.49,6.87,19,465.99,46,5.88
659,Salmon,47,6.0,Low Protein,74.6,20.9,7.15,8.04,6,396.47,50,6.36
659,Salmon,48,6.12,High Protein,76.15,25.02,6.9,8.0,23,438.75,48,6.12
659,Salmon,49,6.24,Low Protein,81.64,23.3,5.36,7.13,22,437.23,43,6.24
659,Salmon,50,6.36,High Protein,77.4,22.02,6.76,6.96,27,402.69,45,6.36
659,Salmon,51,6.48,High Protein,84.63,20.38,6.55,7.4,9,482.79,47,6.48
659,Salmon,52,6.6,High Protein,81.43,27.81,5.18,7.99,12,464.07,41,6.6
660,Tilapia,1,0.41,High Protein,16.28,21.21,4.32,7.25,10,375.46,18,1.77
660,Tilapia,2,0.49,Medium Protein,15.94,21.71,7.15,7.3,19,383.42,50,4.33
660,Tilapia,3,0.57,High Protein,17.43,21.68,4.09,6.86,11,353.44,45,3.93
660,Tilapia,4,0.65,Medium Protein,16.89,29.8,4.85,7.89,21,272.77,20,1.93
660,Tilapia,5,0.73,Medium Protein,24.22,22.53,5.2,7.02,27,204.43,19,1.85
660,Tilapia,6,0.81,High Protein,23.27,21.86,4.5,6.93,28,294.67,33,2.97
660,Tilapia,7,0.89,Low Protein,26.28,29.69,4.65,7.63,18,249.09,30,2.73
660,Tilapia,8,0.97,Low Protein,27.52,26.27,4.19,7.17,18,328.08,43,3.77
660,Tilapia,9,1.05,High Protein,29.81,26.82,7.86,7.4,15,362.23,30,2.73
660,Tilapia,10,1.13,High Protein,22.47,28.15,6.54,7.62,7,265.6,34,3.05
660,Tilapia,11,1.21,High Protein,23.96,25.46,7.03,6.91,14,262.19,28,2.57
660,Tilapia,12,1.29,Low Protein,28.38,25.43,5.45,8.28,7,254.54,37,3.29
660,Tilapia,13,1.37,Low Protein,25.0,29.98,6.95,6.67,28,295.15,29,2.65
660,Tilapia,14,1.45,High Protein,25.43,26.9,6.33,8.39,13,316.39,42,3.69
660,Tilapia,15,1.53,Low Protein,31.96,27.12,7.08,6.66,6,280.7,43,3.77
660,Tilapia,16,1.61,Medium Protein,33.35,20.88,7.04,8.4,9,349.24,31,2.81
660,Tilapia,17,1.69,Low Protein,35.33,21.14,6.63,7.83,11,342.74,49,4.25
660,Tilapia,18,1.77,Low Protein,36.86,25.08,6.8,8.03,23,242.88,39,3.45
660,Tilapia,19,1.85,High Protein,32.92,27.29,5.73,7.04,19,375.17,31,2.81
660,Tilapia,20,1.93,Medium Protein,39.1,27.54,6.2,7.78,16,219.09,34,3.05
660,Tilapia,21,2.01,High Protein,30.48,27.83,4.78,6.6,14,255.28,41,3.61
660,Tilapia,22,2.09,Low Protein,39.6,27.13,5.35,7.63,5,205.59,37,3.29
660,Tilapia,23,2.17,Medium Protein,34.91,21.17,6.33,7.57,15,390.36,35,3.13
660,Tilapia,24,2.25,High Protein,41.72,28.34,5.19,6.61,18,250.6,39,3.45
660,Tilapia,25,2.33,Low Protein,35.53,27.67,5.87,8.16,22,341.33,35,3.13
660,Tilapia,26,2.41,Medium Protein,41.51,23.73,6.71,7.65,22,205.78,35,3.13
660,Tilapia,27,2.49,High Protein,39.15,24.09,7.91,7.01,29,279.66,49,4.25
660,Tilapia,28,2.57,Medium Protein,39.51,25.54,6.24,6.62,13,345.29,49,4.25
660,Tilapia,29,2.65,Low Protein,37.09,29.93,6.49,6.82,18,241.94,36,3.21
660,Tilapia,30,2.73,High Protein,44.36,27.44,4.29,7.09,13,295.55,36,3.21
660,Tilapia,31,2.81,Low Protein,39.85,28.38,5.76,8.29,28,242.92,49,4.25
660,Tilapia,32,2.89,Medium Protein,43.53,22.06,6.73,7.1,24,223.7,45,3.93
660,Tilapia,33,2.97,Low Protein,41.11,25.06,4.83,6.91,5,217.1,47,4.09
660,Tilapia,34,3.05,Medium Protein,46.54,25.63,4.73,8.23,18,325.16,44,3.85
660,Tilapia,35,3.13,High Protein,43.61,20.44,7.87,6.63,17,335.03,44,3.85
660,Tilapia,36,3.21,Low Protein,48.04,21.11,4.14,7.6,17,346.21,48,4.17
660,Tilapia,37,3.29,High Protein,52.37,22.14,7.68,7.13,20,219.53,50,4.33
660,Tilapia,38,3.37,High Protein,52.91,28.83,7.72,6.63,20,214.93,48,4.17
660,Tilapia,39,3.45,High Protein,46.5,27.75,6.84,8.44,8,282.33,41,3.61
660,Tilapia,40,3.53,High Protein,46.29,24.86,4.28,7.02,29,358.43,49,4.25
660,Tilapia,41,3.61,Low Protein,46.53,27.84,6.02,7.45,24,351.91,50,4.33
660,Tilapia,42,3.69,Low Protein,55.19,25.21,4.5,7.24,11,286.4,51,4.41
660,Tilapia,43,3.77,High Protein,50.19,29.22,4.14,7.14,11,369.04,44,3.85
660,Tilapia,44,3.85,High Protein,51.34,22.85,6.99,6.92,14,323.44,42,3.85
660,Tilapia,45,3.93,Medium Protein,51.56,21.19,7.1,8.3,25,255.0,43,3.93
660,Tilapia,46,4.01,High Protein,58.5,20.49,4.51,8.46,20,253.41,44,4.01
660,Tilapia,47,4.09,Medium Protein,60.69,24.38,6.4,7.73,5,249.73,43,4.09
660,Tilapia,48,4.17,Medium Protein,59.25,23.05,7.77,8.28,14,379.27,45,4.17
660,Tilapia,49,4.25,High Protein,60.74,29.67,4.74,7.37,27,273.15,41,4.25
660,Tilapia,50,4.33,Low Protein,59.51,28.82,6.69,6.58,14,367.55,43,4.33
660,Tilapia,51,4.41,Medium Protein,59.39,24.3,7.95,7.49,13,328.14,47,4.41
660,Tilapia,52,4.49,Low Protein,62.12,20.17,5.61,6.95,27,294.9,44,4.49
661,Tilapia,1,0.32,High Protein,13.56,20.94,4.22,8.32,16,395.88,36,3.12
661,Tilapia,2,0.4,High Protein,14.61,22.15,5.38,8.15,7,316.05,8,0.88
661,Tilapia,3,0.48,High Protein,21.67,23.92,7.75,6.68,11,242.63,13,1.28
661,Tilapia,4,0.56,High Protein,18.95,28.02,5.62,6.99,28,342.01,41,3.52
661,Tilapia,5,0.64,Medium Protein,21.29,28.53,6.32,8.29,5,309.8,27,2.4
661,Tilapia,6,0.72,Medium Protein,25.02,29.99,4.25,7.44,6,335.05,22,2.0
661,Tilapia,7,0.8,Low Protein,23.77,25.31,7.04,8.42,26,210.43,20,1.84
661,Tilapia,8,0.88,Low Protein,26.85,29.48,7.04,6.51,5,360.63,30,2.64
661,Tilapia,9,0.96,Medium Protein,23.79,26.53,6.34,8.31,16,360.11,28,2.48
661,Tilapia,10,1.04,High Protein,23.27,24.78,4.42,7.44,27,290.58,48,4.08
661,Tilapia,11,1.12,Low Protein,23.55,21.35,6.33,7.04,25,310.36,51,4.32
661,Tilapia,12,1.2,Medium Protein,23.32,29.17,4.01,7.84,27,254.4,31,2.72
661,Tilapia,13,1.28,Low Protein,23.17,28.94,7.89,8.19,27,363.8,21,1.92
661,Tilapia,14,1.36,Medium Protein,24.13,28.79,6.52,6.58,9,355.93,33,2.88
661,Tilapia,15,1.44,High Protein,27.11,29.64,4.47,7.75,12,309.48,37,3.2
661,Tilapia,16,1.52,Medium Protein,27.98,28.19,4.06,8.25,5,204.62,30,2.64
661,Tilapia,17,1.6,Low Protein,29.82,20.06,4.95,7.15,10,241.72,36,3.12
661,Tilapia,18,1.68,Medium Protein,32.72,27.15,7.18,6.6,9,238.74,23,2.08
661,Tilapia,19,1.76,Low Protein,35.19,24.16,5.36,7.89,18,275.99,50,4.24
661,Tilapia,20,1.84,Low Protein,30.38,29.44,7.33,8.08,28,211.56,37,3.2
661,Tilapia,21,1.92,Low Protein,36.79,27.84,4.74,7.28,22,298.24,30,2.64
661,Tilapia,22,2.0,High Protein,31.39,28.03,7.49,6.99,14,269.77,32,2.8
661,Tilapia,23,2.08,High Protein,40.69,21.09,6.11,7.05,27,316.43,40,3.44
661,Tilapia,24,2.16,Medium Protein,34.45,24.64,7.24,7.05,15,347.02,43,3.68
661,Tilapia,25,2.24,Medium Protein,40.77,24.56,4.89,7.58,25,308.12,50,4.24
661,Tilapia,26,2.32,Low Protein,35.1,24.95,7.0,6.65,23,293.11,44,3.76
661,Tilapia,27,2.4,High Protein,43.51,27.96,7.79,7.78,8,212.22,43,3.68
661,Tilapia,28,2.48,Medium Protein,43.07,22.2,5.52,8.0,20,349.29,37,3.2
661,Tilapia,29,2.56,Medium Protein,39.19,21.79,7.66,6.92,10,304.43,51,4.32
661,Tilapia,30,2.64,High Protein,40.61,28.58,4.41,8.28,15,232.14,36,3.12
661,Tilapia,31,2.72,Low Protein,37.24,28.35,5.76,8.04,7,202.45,50,4.24
661,Tilapia,32,2.8,Medium Protein,40.51,26.66,5.01,8.34,20,209.33,40,3.44
661,Tilapia,33,2.88,Low Protein,41.69,20.63,5.02,6.69,18,290.36,41,3.52
661,Tilapia,34,2.96,High Protein,44.13,27.2,5.51,6.67,22,349.12,48,4.08
661,Tilapia,35,3.04,High Protein,41.79,21.08,6.12,8.1,5,218.56,43,3.68
661,Tilapia,36,3.12,Medium Protein,45.99,23.97,5.26,8.01,9,369.64,46,3.92
661,Tilapia,37,3.2,Medium Protein,48.68,28.39,5.45,7.48,29,299.21,40,3.44
661,Tilapia,38,3.28,High Protein,46.51,20.31,5.79,8.29,14,385.19,49,4.16
661,Tilapia,39,3.36,Low Protein,45.92,26.34,4.95,7.31,8,300.27,45,3.84
661,Tilapia,40,3.44,Low Protein,49.88,25.52,7.22,6.82,7,217.66,45,3.84
661,Tilapia,41,3.52,High Protein,45.49,23.77,7.13,7.15,14,314.52,49,4.16
661,Tilapia,42,3.6,Medium Protein,49.41,22.13,5.42,7.51,25,319.07,40,3.6
661,Tilapia,43,3.68,High Protein,52.08,21.66,6.32,7.37,29,330.86,42,3.68
661,Tilapia,44,3.76,Medium Protein,50.96,28.4,4.54,7.24,17,357.85,46,3.92
661,Tilapia,45,3.84,Low Protein,51.85,21.11,7.31,6.74,23,231.76,50,4.24
661,Tilapia,46,3.92,Medium Protein,57.68,29.65,7.03,7.36,14,251.79,42,3.92
661,Tilapia,47,4.0,Low Protein,59.34,21.96,7.75,7.14,13,270.8,40,4.0
661,Tilapia,48,4.08,High Protein,59.07,27.21,7.14,7.32,17,348.08,50,4.24
661,Tilapia,49,4.16,Medium Protein,52.59,25.57,6.22,8.03,7,354.19,50,4.24
